Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name	Gene name	Mouse homology type
ENSG00000089012	ENSG00000089012.14	ENSMUSG00000074677	Sirpb1c	SIRPG	ortholog_many2many
ENSG00000089012	ENSG00000089012.14	ENSMUSG00000078780	Gm5150	SIRPG	ortholog_many2many
ENSG00000089012	ENSG00000089012.14	ENSMUSG00000095788	Sirpb1a	SIRPG	ortholog_many2many
ENSG00000291527	ENSG00000291527.1			USP16	
ENSG00000291533	ENSG00000291533.1			CCT8	
ENSG00000281252	ENSG00000281252.2			FAM230C	
ENSG00000291525	ENSG00000291525.1			MAP3K7CL	
ENSG00000166979	ENSG00000166979.13	ENSMUSG00000039903	Eva1c	EVA1C	ortholog_one2one
ENSG00000291536	ENSG00000291536.1			U3	
ENSG00000149346	ENSG00000149346.15	ENSMUSG00000027281	Slx4ip	SLX4IP	ortholog_one2one
ENSG00000154889	ENSG00000154889.17	ENSMUSG00000062526	Mppe1	MPPE1	ortholog_one2one
ENSG00000125820	ENSG00000125820.6	ENSMUSG00000027434	Nkx2-2	NKX2-2	ortholog_one2one
ENSG00000125845	ENSG00000125845.7	ENSMUSG00000027358	Bmp2	BMP2	ortholog_one2one
ENSG00000226317	ENSG00000226317.3			LINC00351	
ENSG00000101327	ENSG00000101327.9	ENSMUSG00000027400	Pdyn	PDYN	ortholog_one2one
ENSG00000133103	ENSG00000133103.17	ENSMUSG00000027742	Cog6	COG6	ortholog_one2one
ENSG00000125898	ENSG00000125898.13	ENSMUSG00000027459	Fam110a	FAM110A	ortholog_one2one
ENSG00000173404	ENSG00000173404.5	ENSMUSG00000068154	Insm1	INSM1	ortholog_one2one
ENSG00000291539	ENSG00000291539.1			SEL1L2	
ENSG00000132640	ENSG00000132640.15	ENSMUSG00000062098	Btbd3	BTBD3	ortholog_one2one
ENSG00000235221	ENSG00000235221.3			LINC00383	
ENSG00000102802	ENSG00000102802.10	ENSMUSG00000029659	Medag	MEDAG	ortholog_one2one
ENSG00000134871	ENSG00000134871.19	ENSMUSG00000031503	Col4a2	COL4A2	ortholog_one2one
ENSG00000291649	ENSG00000291649.1			PCDHA1	
ENSG00000089063	ENSG00000089063.15	ENSMUSG00000027341	Tmem230	TMEM230	ortholog_one2one
ENSG00000242220	ENSG00000242220.9	ENSMUSG00000052469	Tcp10c	TCP10L	ortholog_one2many
ENSG00000242220	ENSG00000242220.9	ENSMUSG00000071322	Tcp10a	TCP10L	ortholog_one2many
ENSG00000242220	ENSG00000242220.9	ENSMUSG00000055602	Tcp10b	TCP10L	ortholog_one2many
ENSG00000291668	ENSG00000291668.1			PCDHAC2	
ENSG00000291672	ENSG00000291672.1			PCDHB2	
ENSG00000291676	ENSG00000291676.1			PCDHB4	
ENSG00000291677	ENSG00000291677.1			PCDHB5	
ENSG00000154640	ENSG00000154640.15	ENSMUSG00000022863	Btg3	BTG3	ortholog_one2one
ENSG00000291679	ENSG00000291679.1			PCDHB6	
ENSG00000291681	ENSG00000291681.1			PCDHB7	
ENSG00000291682	ENSG00000291682.1			PCDHB8	
ENSG00000291684	ENSG00000291684.1			PCDHB16	
ENSG00000291544	ENSG00000291544.1			APOB	
ENSG00000229175	ENSG00000229175.2			LINC00382	
ENSG00000291689	ENSG00000291689.1			PCDHB10	
ENSG00000291690	ENSG00000291690.1			PCDHB11	
ENSG00000291691	ENSG00000291691.1			PCDHB12	
ENSG00000291692	ENSG00000291692.1			PCDHB13	
ENSG00000184900	ENSG00000184900.16	ENSMUSG00000020265	Sumo3	SUMO3	ortholog_one2one
ENSG00000291693	ENSG00000291693.1			PCDHB14	
ENSG00000125851	ENSG00000125851.10	ENSMUSG00000027419	Pcsk2	PCSK2	ortholog_one2one
ENSG00000291695	ENSG00000291695.1			PCDHB15	
ENSG00000291674	ENSG00000291674.1			PCDHB3	
ENSG00000184564	ENSG00000184564.11	ENSMUSG00000045871	Slitrk6	SLITRK6	ortholog_one2one
ENSG00000184226	ENSG00000184226.15	ENSMUSG00000055421	Pcdh9	PCDH9	ortholog_one2one
ENSG00000154719	ENSG00000154719.14	ENSMUSG00000022889	Mrpl39	MRPL39	ortholog_one2one
ENSG00000088876	ENSG00000088876.13			ZNF343	
ENSG00000101489	ENSG00000101489.20	ENSMUSG00000024268	Celf4	CELF4	ortholog_one2one
ENSG00000155307	ENSG00000155307.19	ENSMUSG00000022876	Samsn1	SAMSN1	ortholog_one2one
ENSG00000258197	ENSG00000258197.1			NKX2-2-AS1	
ENSG00000101230	ENSG00000101230.6	ENSMUSG00000074766	Ism1	ISM1	ortholog_one2one
ENSG00000170367	ENSG00000170367.5			CST5	
ENSG00000101463	ENSG00000101463.6	ENSMUSG00000074736	Syndig1	SYNDIG1	ortholog_one2one
ENSG00000088930	ENSG00000088930.8	ENSMUSG00000027433	Xrn2	XRN2	ortholog_one2one
ENSG00000291712	ENSG00000291712.1			RNF135	
ENSG00000205670	ENSG00000205670.12	ENSMUSG00000051989	Smim11	SMIM11	ortholog_one2one
ENSG00000291720	ENSG00000291720.1			OMG	
ENSG00000291721	ENSG00000291721.1			EVI2B	
ENSG00000159263	ENSG00000159263.16	ENSMUSG00000062713	Sim2	SIM2	ortholog_one2one
ENSG00000279516	ENSG00000279516.2			FAM230C	
ENSG00000125870	ENSG00000125870.11	ENSMUSG00000008333	Snrpb2	SNRPB2	ortholog_one2one
ENSG00000132950	ENSG00000132950.19	ENSMUSG00000040123	Zmym5	ZMYM5	ortholog_one2one
ENSG00000182968	ENSG00000182968.5	ENSMUSG00000096014	Sox1	SOX1	ortholog_one2one
ENSG00000183145	ENSG00000183145.9	ENSMUSG00000022941	Ripply3	RIPPLY3	ortholog_one2one
ENSG00000284017	ENSG00000284017.2			PLCL2	
ENSG00000175664	ENSG00000175664.10	ENSMUSG00000029660	Tex26	TEX26	ortholog_one2one
ENSG00000160208	ENSG00000160208.13	ENSMUSG00000058392	Rrp1b	RRP1B	ortholog_one2one
ENSG00000077984	ENSG00000077984.6	ENSMUSG00000068129	Cst7	CST7	ortholog_one2one
ENSG00000233009	ENSG00000233009.1			NALCN-AS1	
ENSG00000041515	ENSG00000041515.16	ENSMUSG00000039057	Myo16	MYO16	ortholog_one2one
ENSG00000101474	ENSG00000101474.12	ENSMUSG00000033096	Apmap	APMAP	ortholog_one2one
ENSG00000160209	ENSG00000160209.19	ENSMUSG00000032788	Pdxk	PDXK	ortholog_one2one
ENSG00000125864	ENSG00000125864.14	ENSMUSG00000027420	Bfsp1	BFSP1	ortholog_one2one
ENSG00000132874	ENSG00000132874.15	ENSMUSG00000024552	Slc14a2	SLC14A2	ortholog_one2one
ENSG00000149435	ENSG00000149435.12	ENSMUSG00000006345	Ggt1	GGTLC1	ortholog_one2many
ENSG00000234527	ENSG00000234527.1			PCDH9-AS1	
ENSG00000187498	ENSG00000187498.16	ENSMUSG00000031502	Col4a1	COL4A1	ortholog_one2one
ENSG00000017797	ENSG00000017797.13	ENSMUSG00000024096	Ralbp1	RALBP1	ortholog_one2one
ENSG00000170369	ENSG00000170369.4			CST2	
ENSG00000125868	ENSG00000125868.16	ENSMUSG00000015932	Dstn	DSTN	ortholog_one2one
ENSG00000125834	ENSG00000125834.13	ENSMUSG00000037885	Stk35	STK35	ortholog_one2one
ENSG00000198646	ENSG00000198646.14	ENSMUSG00000038369	Ncoa6	NCOA6	ortholog_one2one
ENSG00000141380	ENSG00000141380.14	ENSMUSG00000037013	Ss18	SS18	ortholog_one2one
ENSG00000160213	ENSG00000160213.9	ENSMUSG00000005054	Cstb	CSTB	ortholog_one2one
ENSG00000160214	ENSG00000160214.13	ENSMUSG00000061032	Rrp1	RRP1	ortholog_one2one
ENSG00000160216	ENSG00000160216.21	ENSMUSG00000001211	Agpat3	AGPAT3	ortholog_one2one
ENSG00000172296	ENSG00000172296.13	ENSMUSG00000039092	Sptlc3	SPTLC3	ortholog_one2one
ENSG00000288216	ENSG00000288216.2			SLC5A11	
ENSG00000288353	ENSG00000288353.1			ARHGAP17	
ENSG00000288503	ENSG00000288503.1			DDX51	
ENSG00000288146	ENSG00000288146.1			NOC4L	
ENSG00000231194	ENSG00000231194.1			FARP1-AS1	
ENSG00000288490	ENSG00000288490.1			GALNT9	
ENSG00000185950	ENSG00000185950.9	ENSMUSG00000038894	Irs2	IRS2	ortholog_one2one
ENSG00000236678	ENSG00000236678.8			LINC00347	
ENSG00000153498	ENSG00000153498.12	ENSMUSG00000010435	Spaca7	SPACA7	ortholog_one2one
ENSG00000226846	ENSG00000226846.2			LINC00348	
ENSG00000160218	ENSG00000160218.13	ENSMUSG00000000374	Trappc10	TRAPPC10	ortholog_one2one
ENSG00000133115	ENSG00000133115.12	ENSMUSG00000027744	Stoml3	STOML3	ortholog_one2one
ENSG00000088448	ENSG00000088448.14	ENSMUSG00000031508	Ankrd10	ANKRD10	ortholog_one2one
ENSG00000223617	ENSG00000223617.2			LINC00370	
ENSG00000261498	ENSG00000261498.1			LINC00566	
ENSG00000291748	ENSG00000291748.1			COL3A1	
ENSG00000223626	ENSG00000223626.1			LINC01044	
ENSG00000184497	ENSG00000184497.13	ENSMUSG00000038457	Tmem255b	TMEM255B	ortholog_one2one
ENSG00000101384	ENSG00000101384.12	ENSMUSG00000027276	Jag1	JAG1	ortholog_one2one
ENSG00000101745	ENSG00000101745.17	ENSMUSG00000034647	Ankrd12	ANKRD12	ortholog_one2one
ENSG00000241945	ENSG00000241945.8	ENSMUSG00000032834	Pwp2	PWP2	ortholog_one2one
ENSG00000175198	ENSG00000175198.17	ENSMUSG00000041650	Pcca	PCCA	ortholog_one2one
ENSG00000152242	ENSG00000152242.11	ENSMUSG00000047466	8030462N17Rik	C18orf25	ortholog_one2one
ENSG00000089057	ENSG00000089057.15	ENSMUSG00000027340	Slc23a2	SLC23A2	ortholog_one2one
ENSG00000157540	ENSG00000157540.22	ENSMUSG00000022897	Dyrk1a	DYRK1A	ortholog_one2one
ENSG00000154839	ENSG00000154839.10	ENSMUSG00000036223	Ska1	SKA1	ortholog_one2one
ENSG00000291560	ENSG00000291560.1			PCP4	
ENSG00000291561	ENSG00000291561.1			DSCAM	
ENSG00000141425	ENSG00000141425.18	ENSMUSG00000040446	Rprd1a	RPRD1A	ortholog_one2one
ENSG00000126216	ENSG00000126216.15	ENSMUSG00000000759	Tubgcp3	TUBGCP3	ortholog_one2one
ENSG00000089123	ENSG00000089123.16	ENSMUSG00000039033	Tasp1	TASP1	ortholog_one2one
ENSG00000180205	ENSG00000180205.4	ENSMUSG00000074594	Wfdc9	WFDC9	ortholog_one2one
ENSG00000149639	ENSG00000149639.15	ENSMUSG00000055485	Soga1	SOGA1	ortholog_one2one
ENSG00000152214	ENSG00000152214.14	ENSMUSG00000057455	Rit2	RIT2	ortholog_one2one
ENSG00000179935	ENSG00000179935.10			LINC00652	
ENSG00000212710	ENSG00000212710.5	ENSMUSG00000021000	Mia2	CTAGE1	ortholog_one2many
ENSG00000101445	ENSG00000101445.10	ENSMUSG00000037754	Ppp1r16b	PPP1R16B	ortholog_one2one
ENSG00000283847	ENSG00000283847.2			HBP1	
ENSG00000134489	ENSG00000134489.7	ENSMUSG00000037346	Hrh4	HRH4	ortholog_one2one
ENSG00000284369	ENSG00000284369.3			COG5	
ENSG00000283812	ENSG00000283812.2			GPR22	
ENSG00000284103	ENSG00000284103.2			DUS4L	
ENSG00000101773	ENSG00000101773.19	ENSMUSG00000041238	Rbbp8	RBBP8	ortholog_one2one
ENSG00000283852	ENSG00000283852.4			BCAP29	
ENSG00000101452	ENSG00000101452.15	ENSMUSG00000027655	Dhx35	DHX35	ortholog_one2one
ENSG00000141956	ENSG00000141956.14	ENSMUSG00000014039	Prdm15	PRDM15	ortholog_one2one
ENSG00000185974	ENSG00000185974.7	ENSMUSG00000031450	Grk1	GRK1	ortholog_one2one
ENSG00000236242	ENSG00000236242.1			MYO16-AS1	
ENSG00000230156	ENSG00000230156.3			LINC00443	
ENSG00000227848	ENSG00000227848.1			SUCLA2-AS1	
ENSG00000122042	ENSG00000122042.10	ENSMUSG00000001687	Ubl3	UBL3	ortholog_one2one
ENSG00000226037	ENSG00000226037.1			LINC01040	
ENSG00000124191	ENSG00000124191.18	ENSMUSG00000074607	Tox2	TOX2	ortholog_one2one
ENSG00000122025	ENSG00000122025.15	ENSMUSG00000042817	Flt3	FLT3	ortholog_one2one
ENSG00000168234	ENSG00000168234.13	ENSMUSG00000024424	Ttc39c	TTC39C	ortholog_one2one
ENSG00000064655	ENSG00000064655.19	ENSMUSG00000017897	Eya2	EYA2	ortholog_one2one
ENSG00000291766	ENSG00000291766.1			COL18A1-AS1	
ENSG00000291606	ENSG00000291606.1			ADAMTSL3	
ENSG00000292234	ENSG00000292234.1			COL18A1	
ENSG00000134884	ENSG00000134884.15	ENSMUSG00000040459	Arglu1	ARGLU1	ortholog_one2one
ENSG00000291608	ENSG00000291608.1			SH3GL3	
ENSG00000152767	ENSG00000152767.17	ENSMUSG00000025555	Farp1	FARP1	ortholog_one2one
ENSG00000141639	ENSG00000141639.12	ENSMUSG00000024558	Mapk4	MAPK4	ortholog_one2one
ENSG00000291625	ENSG00000291625.1			ZSCAN2	
ENSG00000291629	ENSG00000291629.1			WDR73	
ENSG00000141622	ENSG00000141622.14	ENSMUSG00000025427	Rnf165	RNF165	ortholog_one2one
ENSG00000291631	ENSG00000291631.1			NMB	
ENSG00000180083	ENSG00000180083.11	ENSMUSG00000078940	Wfdc11	WFDC11	ortholog_one2one
ENSG00000177511	ENSG00000177511.6	ENSMUSG00000056812	St8sia3	ST8SIA3	ortholog_one2one
ENSG00000176641	ENSG00000176641.11	ENSMUSG00000047496	Rnf152	RNF152	ortholog_one2one
ENSG00000062598	ENSG00000062598.18	ENSMUSG00000017670	Elmo2	ELMO2	ortholog_one2one
ENSG00000166510	ENSG00000166510.14	ENSMUSG00000038903	Ccdc68	CCDC68	ortholog_one2one
ENSG00000175387	ENSG00000175387.16	ENSMUSG00000024563	Smad2	SMAD2	ortholog_one2one
ENSG00000160199	ENSG00000160199.15	ENSMUSG00000006705	Pknox1	PKNOX1	ortholog_one2one
ENSG00000179813	ENSG00000179813.7	ENSMUSG00000045655	Fam216b	FAM216B	ortholog_one2one
ENSG00000291823	ENSG00000291823.1			TCEAL2	
ENSG00000291824	ENSG00000291824.1			BEX5	
ENSG00000283985	ENSG00000283985.2			C17orf97	
ENSG00000291827	ENSG00000291827.1			TCEAL6	
ENSG00000160200	ENSG00000160200.18	ENSMUSG00000024039	Cbs	CBS	ortholog_one2one
ENSG00000283883	ENSG00000283883.2			VPS53	
ENSG00000099917	ENSG00000099917.17	ENSMUSG00000012114	Med15	MED15	ortholog_one2one
ENSG00000229558	ENSG00000229558.2			SACS-AS1	
ENSG00000232977	ENSG00000232977.7			LINC00327	
ENSG00000041353	ENSG00000041353.10	ENSMUSG00000024511	Rab27b	RAB27B	ortholog_one2one
ENSG00000136156	ENSG00000136156.15	ENSMUSG00000022108	Itm2b	ITM2B	ortholog_one2one
ENSG00000091164	ENSG00000091164.13	ENSMUSG00000024583	Txnl1	TXNL1	ortholog_one2one
ENSG00000233456	ENSG00000233456.1			LINC01077	
ENSG00000204977	ENSG00000204977.10	ENSMUSG00000035235	Trim13	TRIM13	ortholog_one2one
ENSG00000292244	ENSG00000292244.1			NKRF	
ENSG00000198553	ENSG00000198553.9	ENSMUSG00000046168	Kcnrg	KCNRG	ortholog_one2one
ENSG00000158480	ENSG00000158480.11	ENSMUSG00000047030	Spata2	SPATA2	ortholog_one2one
ENSG00000101447	ENSG00000101447.15	ENSMUSG00000027654	Fam83d	FAM83D	ortholog_one2one
ENSG00000134030	ENSG00000134030.14	ENSMUSG00000052928	Ctif	CTIF	ortholog_one2one
ENSG00000197496	ENSG00000197496.6	ENSMUSG00000027661	Slc2a10	SLC2A10	ortholog_one2one
ENSG00000233672	ENSG00000233672.9			RNASEH2B-AS1	
ENSG00000158445	ENSG00000158445.10	ENSMUSG00000050556	Kcnb1	KCNB1	ortholog_one2one
ENSG00000124249	ENSG00000124249.7	ENSMUSG00000035238	Kcnk15	KCNK15	ortholog_one2one
ENSG00000149654	ENSG00000149654.11	ENSMUSG00000053166	Cdh22	CDH22	ortholog_one2one
ENSG00000136104	ENSG00000136104.21	ENSMUSG00000021932	Rnaseh2b	RNASEH2B	ortholog_one2one
ENSG00000124226	ENSG00000124226.11	ENSMUSG00000006418	Rnf114	RNF114	ortholog_one2one
ENSG00000080189	ENSG00000080189.15	ENSMUSG00000017664	Slc35c2	SLC35C2	ortholog_one2one
ENSG00000160201	ENSG00000160201.12	ENSMUSG00000061613	U2af1	U2AF1	ortholog_one2one
ENSG00000184828	ENSG00000184828.10	ENSMUSG00000044646	Zbtb7c	ZBTB7C	ortholog_one2one
ENSG00000184792	ENSG00000184792.16	ENSMUSG00000020435	Osbp2	OSBP2	ortholog_one2one
ENSG00000283059	ENSG00000283059.3			KLLN	
ENSG00000284792	ENSG00000284792.2			PTEN	
ENSG00000185917	ENSG00000185917.14	ENSMUSG00000022948	Setd4	SETD4	ortholog_one2one
ENSG00000291884	ENSG00000291884.1			ZNF496	
ENSG00000124151	ENSG00000124151.19	ENSMUSG00000027678	Ncoa3	NCOA3	ortholog_one2one
ENSG00000141665	ENSG00000141665.13	ENSMUSG00000034391	Fbxo15	FBXO15	ortholog_one2one
ENSG00000141437	ENSG00000141437.10	ENSMUSG00000045973	Slc25a51	SLC25A52	ortholog_one2many
ENSG00000166562	ENSG00000166562.9	ENSMUSG00000024516	Sec11c	SEC11C	ortholog_one2one
ENSG00000183535	ENSG00000183535.9			COL18A1-AS1	
ENSG00000291905	ENSG00000291905.1			FCER1A	
ENSG00000288478	ENSG00000288478.1			NIPA1	
ENSG00000173638	ENSG00000173638.19	ENSMUSG00000001436	Slc19a1	SLC19A1	ortholog_one2one
ENSG00000081138	ENSG00000081138.14	ENSMUSG00000026312	Cdh7	CDH7	ortholog_one2one
ENSG00000288461	ENSG00000288461.1			CYFIP1	
ENSG00000288517	ENSG00000288517.1			GOLGA6L2	
ENSG00000288188	ENSG00000288188.1			MAGEL2	
ENSG00000288364	ENSG00000288364.1			NDN	
ENSG00000101425	ENSG00000101425.14	ENSMUSG00000052922	Bpi	BPI	ortholog_one2one
ENSG00000292284	ENSG00000292284.1			GOLGA6L6	
ENSG00000134779	ENSG00000134779.15	ENSMUSG00000024269	Tpgs2	TPGS2	ortholog_one2one
ENSG00000182871	ENSG00000182871.16	ENSMUSG00000001435	Col18a1	COL18A1	ortholog_one2one
ENSG00000124126	ENSG00000124126.14	ENSMUSG00000039621	Prex1	PREX1	ortholog_one2one
ENSG00000099985	ENSG00000099985.4	ENSMUSG00000058755	Osm	OSM	ortholog_one2one
ENSG00000185721	ENSG00000185721.13	ENSMUSG00000020457	Drg1	DRG1	ortholog_one2one
ENSG00000124212	ENSG00000124212.6	ENSMUSG00000017969	Ptgis	PTGIS	ortholog_one2one
ENSG00000176635	ENSG00000176635.18	ENSMUSG00000020419	Hormad2	HORMAD2	ortholog_one2one
ENSG00000054803	ENSG00000054803.4	ENSMUSG00000067578	Cbln4	CBLN4	ortholog_one2one
ENSG00000166603	ENSG00000166603.5	ENSMUSG00000047259	Mc4r	MC4R	ortholog_one2one
ENSG00000054793	ENSG00000054793.14	ENSMUSG00000027546	Atp9a	ATP9A	ortholog_one2one
ENSG00000100365	ENSG00000100365.16	ENSMUSG00000071715	Ncf4	NCF4	ortholog_one2one
ENSG00000176124	ENSG00000176124.15			DLEU1	
ENSG00000166479	ENSG00000166479.10	ENSMUSG00000024614	Tmx3	TMX3	ortholog_one2one
ENSG00000125970	ENSG00000125970.12	ENSMUSG00000027593	Raly	RALY	ortholog_one2one
ENSG00000150510	ENSG00000150510.17	ENSMUSG00000035184	Fam124a	FAM124A	ortholog_one2one
ENSG00000282986	ENSG00000282986.2			EIF3K	
ENSG00000205863	ENSG00000205863.11	ENSMUSG00000071347	C1qtnf9	C1QTNF9B	ortholog_one2many
ENSG00000282844	ENSG00000282844.2			ACTN4	
ENSG00000189167	ENSG00000189167.12	ENSMUSG00000056586	Zar1l	ZAR1L	ortholog_one2one
ENSG00000291729	ENSG00000291729.1			RNF139	
ENSG00000282992	ENSG00000282992.2			LGALS4	
ENSG00000291730	ENSG00000291730.1			TATDN1	
ENSG00000258609	ENSG00000258609.3			LINC-ROR	
ENSG00000139597	ENSG00000139597.18	ENSMUSG00000041132	N4bp2l1	N4BP2L1	ortholog_one2one
ENSG00000282853	ENSG00000282853.2			ECH1	
ENSG00000183844	ENSG00000183844.17	ENSMUSG00000022938	Fam3b	FAM3B	ortholog_one2one
ENSG00000282947	ENSG00000282947.2			HNRNPL	
ENSG00000198089	ENSG00000198089.16	ENSMUSG00000023764	Sfi1	SFI1	ortholog_one2one
ENSG00000101542	ENSG00000101542.10	ENSMUSG00000050840	Cdh20	CDH20	ortholog_one2one
ENSG00000282895	ENSG00000282895.2			RINL	
ENSG00000283100	ENSG00000283100.2			SIRT2	
ENSG00000180138	ENSG00000180138.7			CSNK1A1L	
ENSG00000133111	ENSG00000133111.4	ENSMUSG00000036615	Rfxap	RFXAP	ortholog_one2one
ENSG00000282905	ENSG00000282905.2			NFKBIB	
ENSG00000154734	ENSG00000154734.16	ENSMUSG00000022893	Adamts1	ADAMTS1	ortholog_one2one
ENSG00000133107	ENSG00000133107.15	ENSMUSG00000027748	Trpc4	TRPC4	ortholog_one2one
ENSG00000283099	ENSG00000283099.1			CCER2	
ENSG00000283104	ENSG00000283104.3			SARS2	
ENSG00000283018	ENSG00000283018.1			MRPS12	
ENSG00000175354	ENSG00000175354.20	ENSMUSG00000024539	Ptpn2	PTPN2	ortholog_one2one
ENSG00000282954	ENSG00000282954.2			FBXO17	
ENSG00000124216	ENSG00000124216.4	ENSMUSG00000042821	Snai1	SNAI1	ortholog_one2one
ENSG00000282902	ENSG00000282902.2			LGALS7B	
ENSG00000283082	ENSG00000283082.1			LGALS7	
ENSG00000159055	ENSG00000159055.4	ENSMUSG00000022978	Mis18a	MIS18A	ortholog_one2one
ENSG00000227256	ENSG00000227256.1			MIS18A-AS1	
ENSG00000170262	ENSG00000170262.13	ENSMUSG00000039956	Mrap	MRAP	ortholog_one2one
ENSG00000101194	ENSG00000101194.18	ENSMUSG00000023393	Slc17a9	SLC17A9	ortholog_one2one
ENSG00000284774	ENSG00000284774.2			HSF1	
ENSG00000160193	ENSG00000160193.12	ENSMUSG00000024037	Wdr4	WDR4	ortholog_one2one
ENSG00000285482	ENSG00000285482.2			DGAT1	
ENSG00000284923	ENSG00000284923.2			SCRT1	
ENSG00000285442	ENSG00000285442.2			FBXL6	
ENSG00000285451	ENSG00000285451.2			ADCK5	
ENSG00000132825	ENSG00000132825.7	ENSMUSG00000049999	Ppp1r3d	PPP1R3D	ortholog_one2one
ENSG00000101132	ENSG00000101132.10	ENSMUSG00000052033	Pfdn4	PFDN4	ortholog_one2one
ENSG00000285049	ENSG00000285049.2			CPSF1	
ENSG00000101182	ENSG00000101182.15	ENSMUSG00000027566	Psma7	PSMA7	ortholog_one2one
ENSG00000285243	ENSG00000285243.3			SLC39A4	
ENSG00000285339	ENSG00000285339.2			VPS28	
ENSG00000124215	ENSG00000124215.17	ENSMUSG00000039155	Cdh26	CDH26	ortholog_one2one
ENSG00000285112	ENSG00000285112.5			SLC52A2	
ENSG00000081913	ENSG00000081913.14	ENSMUSG00000044340	Phlpp1	PHLPP1	ortholog_one2one
ENSG00000160194	ENSG00000160194.18	ENSMUSG00000024038	Ndufv3	NDUFV3	ortholog_one2one
ENSG00000122035	ENSG00000122035.7	ENSMUSG00000029641	Rasl11a	RASL11A	ortholog_one2one
ENSG00000100346	ENSG00000100346.18	ENSMUSG00000022416	Cacna1i	CACNA1I	ortholog_one2one
ENSG00000261097	ENSG00000261097.1			LINC00563	
ENSG00000197586	ENSG00000197586.13	ENSMUSG00000033068	Entpd6	ENTPD6	ortholog_one2one
ENSG00000154727	ENSG00000154727.11	ENSMUSG00000008976	Gabpa	GABPA	ortholog_one2one
ENSG00000284099	ENSG00000284099.3			SQSTM1	
ENSG00000080618	ENSG00000080618.17	ENSMUSG00000021999	Cpb2	CPB2	ortholog_one2one
ENSG00000284260	ENSG00000284260.2			RUFY1	
ENSG00000071991	ENSG00000071991.9	ENSMUSG00000047216	Cdh19	CDH19	ortholog_one2one
ENSG00000283718	ENSG00000283718.2			CBY3	
ENSG00000283777	ENSG00000283777.2			CANX	
ENSG00000136167	ENSG00000136167.15	ENSMUSG00000021998	Lcp1	LCP1	ortholog_one2one
ENSG00000159212	ENSG00000159212.13	ENSMUSG00000022949	Clic6	CLIC6	ortholog_one2one
ENSG00000283780	ENSG00000283780.3			MAML1	
ENSG00000283887	ENSG00000283887.2			LTC4S	
ENSG00000266256	ENSG00000266256.3			LINC00683	
ENSG00000185808	ENSG00000185808.14	ENSMUSG00000022940	Pigp	PIGP	ortholog_one2one
ENSG00000284501	ENSG00000284501.2			MGAT4B	
ENSG00000206026	ENSG00000206026.7			SMIM21	
ENSG00000159197	ENSG00000159197.4	ENSMUSG00000039672	Kcne2	KCNE2	ortholog_one2one
ENSG00000291737	ENSG00000291737.1			ZNF558	
ENSG00000274391	ENSG00000274391.5	ENSMUSG00000031481	Tpte	TPTE	ortholog_one2many
ENSG00000291743	ENSG00000291743.1			MBD3L1	
ENSG00000215475	ENSG00000215475.5	ENSMUSG00000091722	Siah3	SIAH3	ortholog_one2one
ENSG00000284400	ENSG00000284400.2			TBC1D9B	
ENSG00000291738	ENSG00000291738.1			MUC16	
ENSG00000141428	ENSG00000141428.17	ENSMUSG00000024273	2700062C07Rik	C18orf21	ortholog_one2one
ENSG00000284254	ENSG00000284254.4			HNRNPH1	
ENSG00000134504	ENSG00000134504.14	ENSMUSG00000036225	Kctd1	KCTD1	ortholog_one2one
ENSG00000102452	ENSG00000102452.18	ENSMUSG00000000197	Nalcn	NALCN	ortholog_one2one
ENSG00000100354	ENSG00000100354.21	ENSMUSG00000047888	Tnrc6b	TNRC6B	ortholog_one2one
ENSG00000141424	ENSG00000141424.13	ENSMUSG00000024270	Slc39a6	SLC39A6	ortholog_one2one
ENSG00000159082	ENSG00000159082.18	ENSMUSG00000022973	Synj1	SYNJ1	ortholog_one2one
ENSG00000291745	ENSG00000291745.1			MED10	
ENSG00000291747	ENSG00000291747.1			UBE2QL1	
ENSG00000198081	ENSG00000198081.11	ENSMUSG00000049672	Zbtb14	ZBTB14	ortholog_one2one
ENSG00000130701	ENSG00000130701.4	ENSMUSG00000038980	Rbbp8nl	RBBP8NL	ortholog_one2one
ENSG00000228422	ENSG00000228422.5			LINC00687	
ENSG00000175329	ENSG00000175329.13	ENSMUSG00000031621	Isx	ISX	ortholog_one2one
ENSG00000101439	ENSG00000101439.9	ENSMUSG00000033156	Cst10	CST3	ortholog_one2many
ENSG00000101439	ENSG00000101439.9	ENSMUSG00000027447	Cst3	CST3	ortholog_one2many
ENSG00000100294	ENSG00000100294.13	ENSMUSG00000048755	Mcat	MCAT	ortholog_one2one
ENSG00000166573	ENSG00000166573.6	ENSMUSG00000024553	Galr1	GALR1	ortholog_one2one
ENSG00000291969	ENSG00000291969.1			MANBAL	
ENSG00000176177	ENSG00000176177.10	ENSMUSG00000050439	Enthd1	ENTHD1	ortholog_one2one
ENSG00000198795	ENSG00000198795.11	ENSMUSG00000024420	Zfp521	ZNF521	ortholog_one2one
ENSG00000151287	ENSG00000151287.17	ENSMUSG00000026049	Tex30	TEX30	ortholog_one2one
ENSG00000291971	ENSG00000291971.1			SRC	
ENSG00000101193	ENSG00000101193.8	ENSMUSG00000027573	Gid8	GID8	ortholog_one2one
ENSG00000128342	ENSG00000128342.5	ENSMUSG00000034394	Lif	LIF	ortholog_one2one
