,ensembl_gene_id,external_gene_name,hsapiens_homolog_ensembl_gene,hsapiens_homolog_associated_gene_name
441,ENSMUSG00000094303,,ENSG00000204481,PRAMEF14
442,ENSMUSG00000094303,,ENSG00000204510,PRAMEF7
443,ENSMUSG00000094303,,ENSG00000120952,PRAMEF2
444,ENSMUSG00000094303,,ENSG00000116726,PRAMEF12
445,ENSMUSG00000094303,,ENSG00000237700,PRAMEF33
446,ENSMUSG00000094303,,ENSG00000182330,PRAMEF8
447,ENSMUSG00000094303,,ENSG00000274764,PRAMEF27
448,ENSMUSG00000094303,,ENSG00000204479,PRAMEF17
449,ENSMUSG00000094303,,ENSG00000232423,PRAMEF6
450,ENSMUSG00000094303,,ENSG00000204478,PRAMEF20
451,ENSMUSG00000094887,,ENSG00000239810,PRAMEF11
452,ENSMUSG00000094887,,ENSG00000204501,PRAMEF15
453,ENSMUSG00000094887,,ENSG00000229571,PRAMEF25
454,ENSMUSG00000094887,,ENSG00000187545,PRAMEF10
455,ENSMUSG00000094887,,ENSG00000243073,PRAMEF4
456,ENSMUSG00000094887,,ENSG00000270601,PRAMEF5
457,ENSMUSG00000094887,,ENSG00000279804,PRAMEF18
458,ENSMUSG00000094887,,ENSG00000116721,PRAMEF1
459,ENSMUSG00000094887,,ENSG00000279169,PRAMEF13
460,ENSMUSG00000094887,,ENSG00000204505,PRAMEF9
461,ENSMUSG00000094887,,ENSG00000204480,PRAMEF19
462,ENSMUSG00000094887,,ENSG00000280267,PRAMEF26
463,ENSMUSG00000094887,,ENSG00000204481,PRAMEF14
464,ENSMUSG00000094887,,ENSG00000204510,PRAMEF7
465,ENSMUSG00000094887,,ENSG00000120952,PRAMEF2
466,ENSMUSG00000094887,,ENSG00000116726,PRAMEF12
467,ENSMUSG00000094887,,ENSG00000237700,PRAMEF33
468,ENSMUSG00000094887,,ENSG00000182330,PRAMEF8
469,ENSMUSG00000094887,,ENSG00000274764,PRAMEF27
470,ENSMUSG00000094887,,ENSG00000204479,PRAMEF17
471,ENSMUSG00000094887,,ENSG00000232423,PRAMEF6
472,ENSMUSG00000094887,,ENSG00000204478,PRAMEF20
473,ENSMUSG00000096236,,ENSG00000239810,PRAMEF11
474,ENSMUSG00000096236,,ENSG00000204501,PRAMEF15
475,ENSMUSG00000096236,,ENSG00000229571,PRAMEF25
476,ENSMUSG00000096236,,ENSG00000187545,PRAMEF10
477,ENSMUSG00000096236,,ENSG00000243073,PRAMEF4
478,ENSMUSG00000096236,,ENSG00000270601,PRAMEF5
479,ENSMUSG00000096236,,ENSG00000279804,PRAMEF18
480,ENSMUSG00000096236,,ENSG00000116721,PRAMEF1
481,ENSMUSG00000096236,,ENSG00000279169,PRAMEF13
482,ENSMUSG00000096236,,ENSG00000204505,PRAMEF9
483,ENSMUSG00000096236,,ENSG00000204480,PRAMEF19
484,ENSMUSG00000096236,,ENSG00000280267,PRAMEF26
485,ENSMUSG00000096236,,ENSG00000204481,PRAMEF14
486,ENSMUSG00000096236,,ENSG00000204510,PRAMEF7
487,ENSMUSG00000096236,,ENSG00000120952,PRAMEF2
488,ENSMUSG00000096236,,ENSG00000116726,PRAMEF12
489,ENSMUSG00000096236,,ENSG00000237700,PRAMEF33
490,ENSMUSG00000096236,,ENSG00000182330,PRAMEF8
491,ENSMUSG00000096236,,ENSG00000274764,PRAMEF27
492,ENSMUSG00000096236,,ENSG00000204479,PRAMEF17
493,ENSMUSG00000096236,,ENSG00000232423,PRAMEF6
494,ENSMUSG00000096236,,ENSG00000204478,PRAMEF20
495,ENSMUSG00000091585,,ENSG00000239810,PRAMEF11
496,ENSMUSG00000091585,,ENSG00000204501,PRAMEF15
497,ENSMUSG00000091585,,ENSG00000229571,PRAMEF25
498,ENSMUSG00000091585,,ENSG00000187545,PRAMEF10
499,ENSMUSG00000091585,,ENSG00000243073,PRAMEF4
500,ENSMUSG00000091585,,ENSG00000270601,PRAMEF5
501,ENSMUSG00000091585,,ENSG00000279804,PRAMEF18
502,ENSMUSG00000091585,,ENSG00000116721,PRAMEF1
503,ENSMUSG00000091585,,ENSG00000279169,PRAMEF13
504,ENSMUSG00000091585,,ENSG00000204505,PRAMEF9
505,ENSMUSG00000091585,,ENSG00000204480,PRAMEF19
506,ENSMUSG00000091585,,ENSG00000280267,PRAMEF26
507,ENSMUSG00000091585,,ENSG00000204481,PRAMEF14
508,ENSMUSG00000091585,,ENSG00000204510,PRAMEF7
509,ENSMUSG00000091585,,ENSG00000120952,PRAMEF2
510,ENSMUSG00000091585,,ENSG00000116726,PRAMEF12
511,ENSMUSG00000091585,,ENSG00000237700,PRAMEF33
512,ENSMUSG00000091585,,ENSG00000182330,PRAMEF8
513,ENSMUSG00000091585,,ENSG00000274764,PRAMEF27
514,ENSMUSG00000091585,,ENSG00000204479,PRAMEF17
515,ENSMUSG00000091585,,ENSG00000232423,PRAMEF6
516,ENSMUSG00000091585,,ENSG00000204478,PRAMEF20
517,ENSMUSG00000096756,,ENSG00000239810,PRAMEF11
518,ENSMUSG00000096756,,ENSG00000204501,PRAMEF15
519,ENSMUSG00000096756,,ENSG00000229571,PRAMEF25
520,ENSMUSG00000096756,,ENSG00000187545,PRAMEF10
521,ENSMUSG00000096756,,ENSG00000243073,PRAMEF4
522,ENSMUSG00000096756,,ENSG00000270601,PRAMEF5
523,ENSMUSG00000096756,,ENSG00000279804,PRAMEF18
524,ENSMUSG00000096756,,ENSG00000116721,PRAMEF1
525,ENSMUSG00000096756,,ENSG00000279169,PRAMEF13
526,ENSMUSG00000096756,,ENSG00000204505,PRAMEF9
527,ENSMUSG00000096756,,ENSG00000204480,PRAMEF19
528,ENSMUSG00000096756,,ENSG00000280267,PRAMEF26
529,ENSMUSG00000096756,,ENSG00000204481,PRAMEF14
530,ENSMUSG00000096756,,ENSG00000204510,PRAMEF7
531,ENSMUSG00000096756,,ENSG00000120952,PRAMEF2
532,ENSMUSG00000096756,,ENSG00000116726,PRAMEF12
533,ENSMUSG00000096756,,ENSG00000237700,PRAMEF33
534,ENSMUSG00000096756,,ENSG00000182330,PRAMEF8
535,ENSMUSG00000096756,,ENSG00000274764,PRAMEF27
536,ENSMUSG00000096756,,ENSG00000204479,PRAMEF17
537,ENSMUSG00000096756,,ENSG00000232423,PRAMEF6
538,ENSMUSG00000096756,,ENSG00000204478,PRAMEF20
539,ENSMUSG00000095041,,,
540,ENSMUSG00000095763,,ENSG00000239810,PRAMEF11
541,ENSMUSG00000095763,,ENSG00000204501,PRAMEF15
542,ENSMUSG00000095763,,ENSG00000229571,PRAMEF25
543,ENSMUSG00000095763,,ENSG00000187545,PRAMEF10
544,ENSMUSG00000095763,,ENSG00000243073,PRAMEF4
545,ENSMUSG00000095763,,ENSG00000270601,PRAMEF5
546,ENSMUSG00000095763,,ENSG00000279804,PRAMEF18
547,ENSMUSG00000095763,,ENSG00000116721,PRAMEF1
548,ENSMUSG00000095763,,ENSG00000279169,PRAMEF13
549,ENSMUSG00000095763,,ENSG00000204505,PRAMEF9
550,ENSMUSG00000095763,,ENSG00000204480,PRAMEF19
551,ENSMUSG00000095763,,ENSG00000280267,PRAMEF26
552,ENSMUSG00000095763,,ENSG00000204481,PRAMEF14
553,ENSMUSG00000095763,,ENSG00000204510,PRAMEF7
554,ENSMUSG00000095763,,ENSG00000120952,PRAMEF2
555,ENSMUSG00000095763,,ENSG00000116726,PRAMEF12
556,ENSMUSG00000095763,,ENSG00000237700,PRAMEF33
557,ENSMUSG00000095763,,ENSG00000182330,PRAMEF8
558,ENSMUSG00000095763,,ENSG00000274764,PRAMEF27
559,ENSMUSG00000095763,,ENSG00000204479,PRAMEF17
560,ENSMUSG00000095763,,ENSG00000232423,PRAMEF6
561,ENSMUSG00000095763,,ENSG00000204478,PRAMEF20
562,ENSMUSG00000095523,,ENSG00000239810,PRAMEF11
563,ENSMUSG00000095523,,ENSG00000204501,PRAMEF15
564,ENSMUSG00000095523,,ENSG00000229571,PRAMEF25
565,ENSMUSG00000095523,,ENSG00000187545,PRAMEF10
566,ENSMUSG00000095523,,ENSG00000243073,PRAMEF4
567,ENSMUSG00000095523,,ENSG00000270601,PRAMEF5
568,ENSMUSG00000095523,,ENSG00000279804,PRAMEF18
569,ENSMUSG00000095523,,ENSG00000116721,PRAMEF1
570,ENSMUSG00000095523,,ENSG00000279169,PRAMEF13
571,ENSMUSG00000095523,,ENSG00000204505,PRAMEF9
572,ENSMUSG00000095523,,ENSG00000204480,PRAMEF19
573,ENSMUSG00000095523,,ENSG00000280267,PRAMEF26
574,ENSMUSG00000095523,,ENSG00000204481,PRAMEF14
575,ENSMUSG00000095523,,ENSG00000204510,PRAMEF7
576,ENSMUSG00000095523,,ENSG00000120952,PRAMEF2
577,ENSMUSG00000095523,,ENSG00000116726,PRAMEF12
578,ENSMUSG00000095523,,ENSG00000237700,PRAMEF33
579,ENSMUSG00000095523,,ENSG00000182330,PRAMEF8
580,ENSMUSG00000095523,,ENSG00000274764,PRAMEF27
581,ENSMUSG00000095523,,ENSG00000204479,PRAMEF17
582,ENSMUSG00000095523,,ENSG00000232423,PRAMEF6
583,ENSMUSG00000095523,,ENSG00000204478,PRAMEF20
584,ENSMUSG00000079800,,,
585,ENSMUSG00000079222,,,
586,ENSMUSG00000095475,,ENSG00000239810,PRAMEF11
587,ENSMUSG00000095475,,ENSG00000204501,PRAMEF15
588,ENSMUSG00000095475,,ENSG00000229571,PRAMEF25
589,ENSMUSG00000095475,,ENSG00000187545,PRAMEF10
590,ENSMUSG00000095475,,ENSG00000243073,PRAMEF4
591,ENSMUSG00000095475,,ENSG00000270601,PRAMEF5
592,ENSMUSG00000095475,,ENSG00000279804,PRAMEF18
593,ENSMUSG00000095475,,ENSG00000116721,PRAMEF1
594,ENSMUSG00000095475,,ENSG00000279169,PRAMEF13
595,ENSMUSG00000095475,,ENSG00000204505,PRAMEF9
596,ENSMUSG00000095475,,ENSG00000204480,PRAMEF19
597,ENSMUSG00000095475,,ENSG00000280267,PRAMEF26
598,ENSMUSG00000095475,,ENSG00000204481,PRAMEF14
599,ENSMUSG00000095475,,ENSG00000204510,PRAMEF7
600,ENSMUSG00000095475,,ENSG00000120952,PRAMEF2
601,ENSMUSG00000095475,,ENSG00000116726,PRAMEF12
602,ENSMUSG00000095475,,ENSG00000237700,PRAMEF33
603,ENSMUSG00000095475,,ENSG00000182330,PRAMEF8
604,ENSMUSG00000095475,,ENSG00000274764,PRAMEF27
605,ENSMUSG00000095475,,ENSG00000204479,PRAMEF17
606,ENSMUSG00000095475,,ENSG00000232423,PRAMEF6
607,ENSMUSG00000095475,,ENSG00000204478,PRAMEF20
608,ENSMUSG00000095092,,ENSG00000135899,SP110
609,ENSMUSG00000079192,,,
610,ENSMUSG00000094855,,ENSG00000239810,PRAMEF11
611,ENSMUSG00000094855,,ENSG00000204501,PRAMEF15
612,ENSMUSG00000094855,,ENSG00000229571,PRAMEF25
613,ENSMUSG00000094855,,ENSG00000187545,PRAMEF10
614,ENSMUSG00000094855,,ENSG00000243073,PRAMEF4
615,ENSMUSG00000094855,,ENSG00000270601,PRAMEF5
616,ENSMUSG00000094855,,ENSG00000279804,PRAMEF18
617,ENSMUSG00000094855,,ENSG00000116721,PRAMEF1
618,ENSMUSG00000094855,,ENSG00000279169,PRAMEF13
619,ENSMUSG00000094855,,ENSG00000204505,PRAMEF9
620,ENSMUSG00000094855,,ENSG00000204480,PRAMEF19
621,ENSMUSG00000094855,,ENSG00000280267,PRAMEF26
622,ENSMUSG00000094855,,ENSG00000204481,PRAMEF14
623,ENSMUSG00000094855,,ENSG00000204510,PRAMEF7
624,ENSMUSG00000094855,,ENSG00000120952,PRAMEF2
625,ENSMUSG00000094855,,ENSG00000116726,PRAMEF12
626,ENSMUSG00000094855,,ENSG00000237700,PRAMEF33
627,ENSMUSG00000094855,,ENSG00000182330,PRAMEF8
628,ENSMUSG00000094855,,ENSG00000274764,PRAMEF27
629,ENSMUSG00000094855,,ENSG00000204479,PRAMEF17
630,ENSMUSG00000094855,,ENSG00000232423,PRAMEF6
631,ENSMUSG00000094855,,ENSG00000204478,PRAMEF20
632,ENSMUSG00000094874,,ENSG00000135899,SP110
633,ENSMUSG00000079794,,,
634,ENSMUSG00000095500,,,
635,ENSMUSG00000094799,,ENSG00000135899,SP110
636,ENSMUSG00000095450,,,
637,ENSMUSG00000094728,,,
638,ENSMUSG00000062783,Csprs,,
639,ENSMUSG00000096808,,,
640,ENSMUSG00000100384,Gm28489,,
641,ENSMUSG00000100216,Gm21867,,
642,ENSMUSG00000099641,Gm29448,,
643,ENSMUSG00000100271,Gm21127,,
644,ENSMUSG00000095634,Gm20816,ENSG00000147059,SPIN2A
645,ENSMUSG00000095634,Gm20816,ENSG00000186787,SPIN2B
646,ENSMUSG00000101393,Gm29447,,
647,ENSMUSG00000100885,Gm29446,,
648,ENSMUSG00000101120,Gm29452,,
649,ENSMUSG00000101216,Gm29451,,
650,ENSMUSG00000100032,Gm20817,ENSG00000139351,SYCP3
651,ENSMUSG00000101080,Gm28633,,
652,ENSMUSG00000094444,Gm21562,,
653,ENSMUSG00000100308,Gm29410,,
654,ENSMUSG00000101423,Gm28298,,
655,ENSMUSG00000095626,Gm21572,,
656,ENSMUSG00000101761,Gm28297,,
657,ENSMUSG00000099493,Gm21753,,
658,ENSMUSG00000096777,Gm21723,,
659,ENSMUSG00000102119,Gm28462,,
660,ENSMUSG00000101147,Gm20818,,
661,ENSMUSG00000100739,Gm28296,,
662,ENSMUSG00000095345,Gm21821,,
663,ENSMUSG00000100709,Gm28295,,
664,ENSMUSG00000101254,Gm20932,,
665,ENSMUSG00000100976,Gm29134,,
666,ENSMUSG00000100489,Gm28303,,
667,ENSMUSG00000101239,Gm28304,,
668,ENSMUSG00000100971,Gm28824,,
669,ENSMUSG00000100509,Gm21810,,
670,ENSMUSG00000095553,Gm21916,,
671,ENSMUSG00000101099,Gm29191,,
672,ENSMUSG00000095049,Gm21756,,
673,ENSMUSG00000101601,Gm28210,,
674,ENSMUSG00000101516,Gm29074,,
675,ENSMUSG00000101359,Gm28211,,
676,ENSMUSG00000100790,Gm28518,,
677,ENSMUSG00000101302,Gm28519,,
678,ENSMUSG00000102125,Gm28520,,
679,ENSMUSG00000094064,Gm21626,,
680,ENSMUSG00000101421,Gm28433,,
681,ENSMUSG00000099461,Gm28521,,
682,ENSMUSG00000101706,Gm28431,,
683,ENSMUSG00000096532,Gm21633,,
684,ENSMUSG00000101627,Gm28432,,
685,ENSMUSG00000101852,Gm20886,,
686,ENSMUSG00000101681,Gm28522,,
687,ENSMUSG00000099438,Gm21808,,
688,ENSMUSG00000101870,Gm21745,,
689,ENSMUSG00000101472,Gm28517,,
690,ENSMUSG00000101407,Gm29532,,
691,ENSMUSG00000099500,Gm29531,,
692,ENSMUSG00000100097,Gm28464,,
693,ENSMUSG00000099806,Gm28841,,
694,ENSMUSG00000101474,Gm29656,,
695,ENSMUSG00000099704,Gm28842,,
696,ENSMUSG00000101383,Gm28843,,
697,ENSMUSG00000099737,Gm29655,,
698,ENSMUSG00000099914,Gm28837,,
699,ENSMUSG00000101417,Gm21647,,
700,ENSMUSG00000101654,Gm29653,,
701,ENSMUSG00000099369,Gm28838,,
702,ENSMUSG00000101808,Gm29654,,
703,ENSMUSG00000101893,Gm28839,,
704,ENSMUSG00000099910,Gm29651,,
705,ENSMUSG00000100442,Gm20866,,
706,ENSMUSG00000101518,Gm20868,,
707,ENSMUSG00000099818,Gm29652,,
708,ENSMUSG00000100500,Gm29080,,
709,ENSMUSG00000100677,Gm21184,,
710,ENSMUSG00000100171,Gm21201,,
711,ENSMUSG00000101374,Gm28844,,
712,ENSMUSG00000101255,Gm21841,,
713,ENSMUSG00000099463,Gm29081,,
714,ENSMUSG00000100745,Gm29077,,
715,ENSMUSG00000101341,Gm29076,,
716,ENSMUSG00000100193,Gm29079,,
717,ENSMUSG00000099651,Gm29078,,
718,ENSMUSG00000101787,Gm20853,,
719,ENSMUSG00000101043,Gm29075,,
720,ENSMUSG00000100535,Gm20870,ENSG00000139351,SYCP3
721,ENSMUSG00000099390,Gm29225,,
722,ENSMUSG00000099738,Gm28483,,
723,ENSMUSG00000100422,Gm29226,,
724,ENSMUSG00000101988,Gm28484,,
725,ENSMUSG00000100385,Gm29227,,
726,ENSMUSG00000101336,Gm28480,,
727,ENSMUSG00000101593,Gm20842,,
728,ENSMUSG00000099733,Gm21880,,
729,ENSMUSG00000101626,Gm29386,,
730,ENSMUSG00000101091,Gm29384,,
731,ENSMUSG00000100229,Gm21896,,
732,ENSMUSG00000101691,Gm29280,,
733,ENSMUSG00000100540,Gm20799,,
734,ENSMUSG00000100244,Gm29279,,
735,ENSMUSG00000100694,Gm29182,,
736,ENSMUSG00000099799,Gm28260,,
737,ENSMUSG00000099999,Gm21795,,
738,ENSMUSG00000101844,Gm20844,,
739,ENSMUSG00000101806,Gm28261,,
740,ENSMUSG00000101632,Gm28264,,
741,ENSMUSG00000099525,Gm21872,,
742,ENSMUSG00000100749,Gm20798,,
743,ENSMUSG00000099963,Gm28463,,
744,ENSMUSG00000101857,Gm21757,,
745,ENSMUSG00000101836,Gm28968,,
746,ENSMUSG00000102008,Gm28495,,
747,ENSMUSG00000100869,Gm20846,,
748,ENSMUSG00000101277,Gm20847,,
749,ENSMUSG00000099371,Gm20848,,
750,ENSMUSG00000100359,Gm21766,,
751,ENSMUSG00000099495,Gm20800,,
752,ENSMUSG00000101747,Gm21683,,
753,ENSMUSG00000100263,Gm28468,,
754,ENSMUSG00000101575,Gm20898,,
755,ENSMUSG00000101715,Gm21855,,
756,ENSMUSG00000100785,Gm29333,,
757,ENSMUSG00000101425,Gm29255,,
758,ENSMUSG00000100698,Gm20902,,
759,ENSMUSG00000099822,Gm28332,,
760,ENSMUSG00000099547,Gm28678,,
761,ENSMUSG00000101781,Gm28333,,
762,ENSMUSG00000101271,Gm28334,,
763,ENSMUSG00000099504,Gm28335,,
764,ENSMUSG00000099782,Gm20903,ENSG00000139351,SYCP3
765,ENSMUSG00000101377,Gm28336,,
766,ENSMUSG00000101038,Gm28272,,
767,ENSMUSG00000101709,Gm28337,,
768,ENSMUSG00000100604,Gm29256,,
769,ENSMUSG00000099554,Gm28259,,
770,ENSMUSG00000099814,Gm28338,,
771,ENSMUSG00000101757,Gm28273,,
772,ENSMUSG00000100179,Gm21715,,
773,ENSMUSG00000101815,Gm29028,,
774,ENSMUSG00000101538,Gm29029,,
775,ENSMUSG00000100251,Gm29615,,
776,ENSMUSG00000100983,Gm29030,,
777,ENSMUSG00000101820,Gm29023,,
778,ENSMUSG00000100283,Gm29024,,
779,ENSMUSG00000099832,Gm29025,,
780,ENSMUSG00000101246,Gm29026,,
781,ENSMUSG00000101382,Gm28213,,
782,ENSMUSG00000099967,Gm28212,,
783,ENSMUSG00000101161,Gm21799,,
784,ENSMUSG00000100705,Gm28227,,
785,ENSMUSG00000101157,Gm20905,ENSG00000139351,SYCP3
786,ENSMUSG00000099712,Gm29411,,
787,ENSMUSG00000099586,Gm28222,,
788,ENSMUSG00000100066,Gm21835,,
789,ENSMUSG00000101879,Gm28820,,
790,ENSMUSG00000099412,Gm28223,,
791,ENSMUSG00000101831,Gm29412,,
792,ENSMUSG00000100428,Gm29413,,
793,ENSMUSG00000099601,Gm29671,,
794,ENSMUSG00000101704,Gm21878,,
795,ENSMUSG00000101349,Gm28162,,
796,ENSMUSG00000100140,Gm28789,,
797,ENSMUSG00000101710,Gm20922,,
798,ENSMUSG00000094575,Gm20738,ENSG00000147059,SPIN2A
799,ENSMUSG00000094575,Gm20738,ENSG00000186787,SPIN2B
800,ENSMUSG00000101146,Gm20814,ENSG00000139351,SYCP3
801,ENSMUSG00000099499,Gm28787,,
802,ENSMUSG00000101213,Gm28788,,
803,ENSMUSG00000100952,Gm28545,,
804,ENSMUSG00000099730,Gm28547,,
805,ENSMUSG00000099896,Gm29278,,
806,ENSMUSG00000101873,Gm28546,,
807,ENSMUSG00000101980,Gm21922,,
808,ENSMUSG00000100203,Gm21924,,
809,ENSMUSG00000100669,Gm21111,,
810,ENSMUSG00000099460,Gm21735,,
811,ENSMUSG00000100260,Gm28608,,
812,ENSMUSG00000100675,Gm28607,,
813,ENSMUSG00000099807,Gm28771,,
814,ENSMUSG00000101435,Gm28772,,
815,ENSMUSG00000100544,Gm28606,,
816,ENSMUSG00000100883,Gm28773,,
817,ENSMUSG00000100902,Gm20850,ENSG00000139351,SYCP3
818,ENSMUSG00000100892,Gm20897,ENSG00000139351,SYCP3
819,ENSMUSG00000100673,Gm29574,,
820,ENSMUSG00000101050,Gm28774,,
821,ENSMUSG00000102025,Gm29575,,
822,ENSMUSG00000099793,Gm28775,,
823,ENSMUSG00000100699,Gm21765,,
824,ENSMUSG00000096438,Gapdh-ps15,,
825,ENSMUSG00000099351,Gm28776,,
826,ENSMUSG00000099489,Gm21787,,
827,ENSMUSG00000100845,Gm28770,,
828,ENSMUSG00000096275,Gm20901,,
829,ENSMUSG00000101771,Gm28176,,
830,ENSMUSG00000100719,Gm28786,,
831,ENSMUSG00000101740,Gm29360,,
832,ENSMUSG00000100050,Gm28121,,
833,ENSMUSG00000101292,Gm29496,,
834,ENSMUSG00000100588,Gm29497,,
835,ENSMUSG00000102050,Gm29499,,
836,ENSMUSG00000101238,Gm28123,,
837,ENSMUSG00000100406,Gm28120,,
838,ENSMUSG00000099526,Gm29313,,
839,ENSMUSG00000101040,Gm29498,,
840,ENSMUSG00000100560,Gm21180,,
841,ENSMUSG00000101272,Gm36782,,
842,ENSMUSG00000101478,Gm20859,,
843,ENSMUSG00000101633,Gm29839,,
844,ENSMUSG00000101283,Gm29314,,
845,ENSMUSG00000101727,Gm29495,,
846,ENSMUSG00000100907,Gm29310,,
847,ENSMUSG00000101960,Gm29311,,
848,ENSMUSG00000095179,Gm21638,,
849,ENSMUSG00000101917,Gm29312,,
850,ENSMUSG00000101205,Gm29308,,
851,ENSMUSG00000100526,Gm29309,,
852,ENSMUSG00000101785,Gm28702,,
853,ENSMUSG00000100149,Gm28701,,
854,ENSMUSG00000101602,Gm28700,,
855,ENSMUSG00000099953,Gm28699,,
856,ENSMUSG00000102032,Gm28705,,
857,ENSMUSG00000100823,Gm28704,,
858,ENSMUSG00000099416,Gm28540,,
859,ENSMUSG00000099606,Gm28537,,
860,ENSMUSG00000100063,Gm28538,,
861,ENSMUSG00000100722,Gm29569,,
862,ENSMUSG00000096898,Gm20867,ENSG00000147059,SPIN2A
863,ENSMUSG00000096898,Gm20867,ENSG00000186787,SPIN2B
864,ENSMUSG00000101017,Gm21658,,
865,ENSMUSG00000100366,Gm29568,,
866,ENSMUSG00000100888,Gm29567,,
867,ENSMUSG00000100433,Gm21198,,
868,ENSMUSG00000102111,Gm29566,,
869,ENSMUSG00000101060,Gm29565,,
870,ENSMUSG00000099497,Gm29147,,
871,ENSMUSG00000099479,Gm29146,,
872,ENSMUSG00000101115,Gm28664,,
873,ENSMUSG00000100849,Gm28663,,
874,ENSMUSG00000101194,Gm29149,,
875,ENSMUSG00000099742,Gm29148,,
876,ENSMUSG00000100999,Gm29145,,
877,ENSMUSG00000101562,Gm29144,,
878,ENSMUSG00000101321,Gm28817,,
879,ENSMUSG00000100328,Gm28816,,
880,ENSMUSG00000101098,Gm20808,,
881,ENSMUSG00000094739,Gm20806,ENSG00000147059,SPIN2A
882,ENSMUSG00000094739,Gm20806,ENSG00000186787,SPIN2B
883,ENSMUSG00000102071,Gm28815,,
884,ENSMUSG00000100741,Gm28814,,
885,ENSMUSG00000101804,Gm28813,,
886,ENSMUSG00000099849,Gm29274,,
887,ENSMUSG00000100822,Gm29275,,
888,ENSMUSG00000101471,Gm29276,ENSG00000139351,SYCP3
889,ENSMUSG00000101455,Gm21805,,
890,ENSMUSG00000099700,Gm29645,,
891,ENSMUSG00000101811,Gm28312,,
892,ENSMUSG00000099833,Gm29165,,
893,ENSMUSG00000101259,Gm21242,,
894,ENSMUSG00000101247,Gm29042,,
895,ENSMUSG00000100610,Gm29031,,
896,ENSMUSG00000099408,Gm28311,,
897,ENSMUSG00000101197,Gm29032,,
898,ENSMUSG00000101207,Gm28310,,
899,ENSMUSG00000102016,Gm29606,,
900,ENSMUSG00000099542,Gm28504,,
901,ENSMUSG00000101340,Gm29607,,
902,ENSMUSG00000100107,Gm28567,,
903,ENSMUSG00000099972,Gm21248,,
904,ENSMUSG00000100051,Gm28568,,
905,ENSMUSG00000101733,Gm29189,,
906,ENSMUSG00000099977,Gm29286,,
907,ENSMUSG00000099415,Gm29285,,
908,ENSMUSG00000100953,Gm28280,,
909,ENSMUSG00000096332,Gm21241,,
910,ENSMUSG00000099734,Gm28159,,
911,ENSMUSG00000100693,Gm28278,,
912,ENSMUSG00000100723,Gm28160,,
913,ENSMUSG00000101981,Gm28157,,
914,ENSMUSG00000100148,Gm28158,,
915,ENSMUSG00000100756,Gm21257,,
916,ENSMUSG00000099805,Gm28161,,
917,ENSMUSG00000101070,Gm28695,,
918,ENSMUSG00000100286,Gm28696,,
919,ENSMUSG00000101833,Gm20791,,
920,ENSMUSG00000102081,Gm28886,,
921,ENSMUSG00000101688,Gm20841,,
922,ENSMUSG00000099679,Gm28899,,
923,ENSMUSG00000102031,Gm29426,,
924,ENSMUSG00000100408,Gm28885,,
925,ENSMUSG00000100991,Gm21856,,
926,ENSMUSG00000102116,Gm28887,,
927,ENSMUSG00000101637,Gm28896,,
928,ENSMUSG00000101649,Gm29444,,
929,ENSMUSG00000100245,Gm21282,,
930,ENSMUSG00000095353,Gm21783,,
931,ENSMUSG00000100469,Gm28895,,
932,ENSMUSG00000101802,Gm29445,,
933,ENSMUSG00000100821,Gm28894,,
934,ENSMUSG00000101058,Gm21829,,
935,ENSMUSG00000099790,Gm28457,,
936,ENSMUSG00000100187,Gm29324,,
937,ENSMUSG00000101594,Gm21779,,
938,ENSMUSG00000101962,Gm28741,,
939,ENSMUSG00000100978,Gm20912,,
940,ENSMUSG00000100519,Gm20801,,
941,ENSMUSG00000100598,Gm28742,,
942,ENSMUSG00000100011,Gm28458,,
943,ENSMUSG00000100591,Gm21919,,
944,ENSMUSG00000100879,Gm28743,,
945,ENSMUSG00000100974,Gm28459,,
946,ENSMUSG00000101675,Gm28461,,
947,ENSMUSG00000099480,Gm28124,,
948,ENSMUSG00000101914,Gm21790,,
949,ENSMUSG00000099834,Gm21728,,
950,ENSMUSG00000100499,Gm28460,,
951,ENSMUSG00000100298,Gm28126,,
952,ENSMUSG00000100256,Gm28851,,
953,ENSMUSG00000101201,Gm28125,,
954,ENSMUSG00000101003,Gm28456,,
955,ENSMUSG00000100438,Gm21825,,
956,ENSMUSG00000100640,Gm29073,,
957,ENSMUSG00000100628,Gm29648,,
958,ENSMUSG00000100989,Gm29647,,
959,ENSMUSG00000100268,Gm29468,,
960,ENSMUSG00000100003,Gm29646,,
961,ENSMUSG00000101343,Gm29469,,
962,ENSMUSG00000101907,Gm29472,,
963,ENSMUSG00000099462,Gm28549,,
964,ENSMUSG00000100035,Gm29473,,
965,ENSMUSG00000101434,Gm29211,,
966,ENSMUSG00000101072,Gm29470,,
967,ENSMUSG00000100061,Gm29212,,
968,ENSMUSG00000100994,Gm21333,,
969,ENSMUSG00000100611,Gm21247,,
970,ENSMUSG00000100861,Gm29382,,
971,ENSMUSG00000100317,Gm28224,,
972,ENSMUSG00000101138,Gm29210,,
973,ENSMUSG00000101329,Gm28226,,
974,ENSMUSG00000100871,Gm29213,,
975,ENSMUSG00000100532,Gm28225,,
976,ENSMUSG00000100716,Gm28550,,
977,ENSMUSG00000099374,Gm21344,,
978,ENSMUSG00000100325,Gm28604,,
979,ENSMUSG00000100882,Gm20849,,
980,ENSMUSG00000100048,Gm28603,,
